player_id,player_name,volforce,16_puc,17_puc,18_puc,19_puc,20_puc
SV-4541-0022,SOLAMI,20.00,162,49,6,0,0
SV-4546-1416,CHIGOSKY,19.69,31,16,0,0,0
SV-4568-5801,X.O.O*,20.67,81,175,201,4,0
SV-4572-7003,KENT.ZIP,19.81,20,25,1,0,0
SV-4573-0286,PUI,20.30,26,20,4,0,0
SV-4590-5524,BB*QOO,19.83,29,56,5,0,0
SV-4597-0169,CK.GOMO,19.70,17,20,1,0,0
SV-4598-4764,P7*RINE,20.14,20,35,4,0,0
SV-4604-2402,YOMO-MMM,19.89
SV-4635-2019,BANGIN,19.08,11,8,2,0,0
SV-4664-4591,OAROS?,20.01,4,1,2,0,0
SV-4674-4194,HAL.,20.07
SV-4677-7626,ISHII,20.01,41,14,0,0,0
SV-4683-9268,FANXY,20.59,13,26,31,0,0
SV-4691-6366,99.AHCOM,20.15
SV-4694-7418,RIAN,20.29,56,123,25,0,0
SV-4698-5596,HAGYU.H,20.49
SV-4701-8209,BEIL.,20.00,72,62,3,0,0
SV-4708-9301,GING,20.14,19,12,0,0,0
SV-4718-3577,NTM.INC,20.04,20,27,1,0,0
SV-4732-6601,PNT*EEB,20.58,368,390,86,1,0
SV-4741-1567,K.FLAT,20.74,202,386,179,6,0
SV-4746-1778,TEMPU*CS,19.32,6,5,1,0,0
SV-4753-9317,K.KIRU,20.20,26,94,11,0,0
SV-4767-1470,16TH-YU*,19.76,33,22,0,0,0
SV-4774-8568,SKY.SNOW,20.09
SV-4775-3573,UNKNOWN,20.89,345,379,229,13,0
SV-4783-7538,*OREO*,20.53
SV-4792-1363,ITALY3,19.73,32,9,0,0,0
SV-4799-4597,MOLANG2,20.02,1,3,0,0,0
SV-4799-4737,NOTT-KUN,20.16,7,6,0,0,0
SV-4801-6479,MONO,20.06,9,11,0,0,0
SV-4811-7321,PATIENT0,19.64,3,0,0,0,0
SV-4816-2807,X.ASTRAL,20.68,64,280,126,4,0
SV-4817-3678,JOSE.APS,19.65,0,0,0,0,0
SV-4817-8543,NAG.MIL,20.09,31,74,4,0,0
SV-4839-8007,GOLDBALL,20.04,11,12,0,0,0
SV-4840-2970,YUNASHI,20.61,40,104,27,1,0
SV-4867-9750,COMIC LO,19.84,49,10,1,0,0
SV-4870-0491,GENTIUS,20.12,12,8,2,0,0
SV-4875-5847,KEIMITH,19.69,25,10,0,0,0
SV-4879-4046,24KW*MTS,20.75,341,423,230,8,0
SV-4888-3737,SUGA*CBA,20.35,11,27,20,0,0
SV-4931-6274,TAKERUN,20.07,3,1,2,0,0
SV-4946-0600,S.MESIE*,20.54,99,161,35,0,0
SV-4973-4377,Y,19.97,63,51,3,0,0
SV-4975-4117,HINANO.K,20.00
SV-4978-7731,SOSK#EYT,20.02,57,40,3,0,0
SV-4983-0214,4545#4JO,19.81,6,5,1,0,0
SV-5008-6253,CRR*PINO,20.11,27,15,0,0,0
SV-5010-6994,X.GEO W,20.57,139,218,40,0,0
SV-5013-1599,YUURI,20.60,49,61,27,0,0
SV-5022-9578,RAUM.MCB,20.01,97,44,2,0,0
SV-5028-5935,ART*2BKI,20.07
SV-5031-4544,SO-JIRO-,20.05
SV-5052-3095,NARU,20.59
SV-5054-4837,TTBN,20.01,1,2,0,0,0
SV-5063-5809,BUHYAFF,19.90,42,18,0,0,0
SV-5074-0515,HIYUKING,19.31
SV-5105-5914,FLEURETY,20.05,76,19,2,0,0
SV-5120-2102,SHO.OPI,20.65
SV-5121-0110,33SA.COM,20.17
SV-5140-5788,IW-K.DIA,20.53
SV-5151-7501,MAYOPON,19.71,124,21,1,0,0
SV-5152-4410,UI*O-O,20.36,14,19,14,0,0
SV-5158-1726,LN*LIPS,20.09,84,40,8,0,0
SV-5166-4270,LIULI-0,20.56
SV-5172-6052,SIR1Z,20.01,42,18,1,0,0
SV-5174-8795,JD...PUC,19.97,28,34,2,0,0
SV-5180-4151,KANY,20.10,91,100,6,0,0
SV-5198-9959,RYU,20.30,282,174,17,0,0
SV-5200-1831,SHAN-*0*,20.08,18,82,6,0,0
SV-5202-2292,WF.EDEN,19.98,289,104,2,0,0
SV-5204-0170,1Z#41.NA,20.12,210,142,10,0,0
SV-5214-5156,KURO,19.93,30,20,0,0,0
SV-5219-7509,RAG*,19.70,10,3,0,0,0
SV-5229-2205,S.HWA*,20.43,2,83,31,0,0
SV-5236-1295,SE2NA,19.90,34,11,1,0,0
SV-5237-7892,PO,20.11,202,135,10,0,0
SV-5238-9043,X1......,20.02,14,26,0,0,0
SV-5245-6271,.NA,20.49
SV-5250-5341,MOKOU,20.23,29,14,4,0,0
SV-5261-4611,K.KAREN,20.74,14,140,138,5,0
SV-5278-0679,ELRICK,20.21,185,157,14,0,0
SV-5286-5946,SIKEGAMI,20.05,5,12,1,0,0
SV-5292-0000,RUNA.S,20.03,255,150,2,0,0
SV-5313-3556,L0X0N1N5,20.59
SV-5313-4557,*BOT.MTS,20.60,148,281,66,1,0
SV-5318-5909,NARU,20.63,1,2,32,0,0
SV-5347-0599,ASTOLFO,20.14
SV-5355-9527,KIRU,20.02,17,5,0,0,0
SV-5361-7886,10RIKU.,20.76,131,199,89,11,0
SV-5362-1470,MNTT.CAT,19.95,33,10,2,0,0
SV-5366-2371,WADO.ATG,19.34,44,6,0,0,0
SV-5379-3824,X.  M1SL,20.33,10,7,4,0,0
SV-5392-4717,INUK*RK,20.03,29,37,2,0,0
SV-5399-2505,SPRNGMAO,20.10,76,48,6,0,0
SV-5427-7153,PICOLTEX,20.87,390,425,227,14,0
SV-5432-0637,BFC.WZ,20.16,57,66,7,0,0
SV-5435-6253,RAMCHAN,19.87,40,18,0,0,0
SV-5436-4121,POL,20.54,48,133,41,0,0
SV-5436-6123,HI7TA.N,19.88,73,24,0,0,0
SV-5443-3351,TASO,20.08,88,24,1,0,0
SV-5444-8086,AZUORCA.,20.61,352,385,189,3,0
SV-5460-0721,ACCE.2,19.57,7,2,0,0,0
SV-5465-4635,K.  NEIN,20.01,32,90,9,0,0
SV-5487-0095,CF.YOAKE,20.03,26,18,0,0,0
SV-5499-1216,INF-B300,19.53,2,4,0,0,0
SV-5513-6102,TS-TG*FH,20.20,81,66,9,0,0
SV-5514-6973,ASPIL,19.06,12,7,0,0,0
SV-5522-0508,PRISYS,20.04,21,7,2,0,0
SV-5536-7396,MARON.,20.00,28,42,5,0,0
SV-5556-1933,X.NAUGHT,20.93,29,406,180,14,1
SV-5622-4343,HEXAGON,20.32,304,87,8,0,0
SV-5630-7349,STYLA.,19.66
SV-5636-8669,MADO.SZK,20.21,216,80,8,0,0
SV-5643-3895,RE*FRAIL,20.01,64,23,4,0,0
SV-5643-8620,46K4R4,19.87,17,18,2,0,0
SV-5658-3086,KERI,20.69,74,197,38,5,0
SV-5664-7892,RYO*MK,20.04,111,127,5,0,0
SV-5666-5189,KASHINAR,19.75,3,0,0,0,0
SV-5678-2768,JUNGKOOK,20.80,37,69,52,11,0
SV-5681-9385,CLARIS,20.04,24,15,0,0,0
SV-5698-4452,AIMYON,20.08,293,218,8,0,0
SV-5702-4933,APAHOTEL,20.07,163,90,4,0,0
SV-5719-4445,CF.LGH ,18.93,2,1,0,0,0
SV-5720-7598,FILMARCH,19.83,4,0,0,0,0
SV-5721-9610,*OTAKU?!,20.19,43,24,9,0,0
SV-5724-7358,X. F4LSE,20.32
SV-5736-0933,KOMA27,19.88,72,19,3,0,0
SV-5739-3406,RUMI*RK,20.62,241,355,122,2,0
SV-5741-4427,0-1.PRIS,19.75,127,139,5,0,0
SV-5747-8512,R1S*NEKO,19.43
SV-5748-7521,K.BETAOM,20.59,44,163,55,1,0
SV-5758-9364,JOJOSSO?,20.08,53,83,3,0,0
SV-5766-6462,HEY BOO,19.96
SV-5769-9075,MINAMI,20.04,203,150,13,1,0
SV-5772-1818,BLC-D*A,20.57,387,403,147,0,0
SV-5782-1659,PIRO.,19.97,6,6,0,0,0
SV-5810-4466,MOON*HK,20.63,6,8,12,1,0
SV-5815-0792,SKET,20.63
SV-5820-6148,Z HIMARI,20.56
SV-5833-7601,KUMEKI,20.43,71,48,10,0,0
SV-5839-1956,FURU,20.16,146,64,4,0,0
SV-5849-2798,CR.RCHE,19.07,7,1,0,0,0
SV-5868-9477,FUKU.,20.13,22,20,5,0,0
SV-5874-3832,RIA.FH,19.48,4,1,0,0,0
SV-5883-0800,K.ESPR*,20.67,137,424,201,3,0
SV-5886-5415,RIN.,20.20
SV-5890-1332,5G.IMMFY,19.38,2,5,0,0,0
SV-5892-1772,KZK.NP,20.74
SV-5896-5256,DUEL.,20.13,12,27,4,0,0
SV-5899-7589,R.GRANDE,20.02,21,2,4,0,0
SV-5941-2689,DONDON,19.92,26,46,1,0,0
SV-5987-7559,MARIE,19.92,53,28,0,0,0
SV-5994-4787,RINRIN,20.21,211,78,14,0,0
SV-5997-6399,TERI.MIL,20.81,89,232,83,11,0
SV-6002-0884,GAILLARD,20.37,90,62,20,0,0
SV-6002-9753,PORA,20.10,14,18,3,0,0
SV-6017-7383,NORMAL,19.82,4,1,0,0,0
SV-6040-4092,KOMIMI,20.01,69,48,3,0,0
SV-6069-2604,AVER.NZK,20.03,358,127,6,0,0
SV-6089-4652,L. MOCHA,18.56,1,0,0,0,0
SV-6089-8572,SLEEPY,20.14,87,106,11,0,0
SV-6092-9624,HC*HORI,19.64,15,34,0,0,0
SV-6121-9837,RENAMIST,20.56,259,288,45,1,0
SV-6122-9147,JC.HUFS*,20.57,47,312,53,0,0
SV-6142-6386,WWS.KU-L,20.01,43,44,4,0,0
SV-6143-4156,MELONA,20.24,68,74,9,0,0
SV-6156-4146,PEI#RING,19.65,7,12,0,0,0
SV-6174-8652,K.   HCL,20.71,76,395,166,5,0
SV-6182-2747,MA.,20.11,4,12,0,0,0
SV-6189-1977,YAKUM0,20.54
SV-6190-2848,L4MY.MCB,20.07,27,12,3,0,0
SV-6206-5913,F. ROUTE,20.41,221,290,25,0,0
SV-6216-5754,MIFFY.,20.55
SV-6218-7496,ARAISAN.,20.08
SV-6225-1721,KITTY*,20.15,29,20,6,0,0
SV-6237-5306,1CHINPO,20.50,349,341,52,0,0
SV-6260-7181,NT.RIN-K,20.41,8,77,19,0,0
SV-6264-9083,FEFEMZ*,19.85,5,10,4,0,0
SV-6266-1536,GM35*UA,19.80,0,0,0,0,0
SV-6270-0435,MN2U.BOT,20.41,72,96,28,0,0
SV-6277-0666,KATO.ERS,20.26,315,248,25,0,0
SV-6291-3991,AO1,19.69,17,0,0,0,0
SV-6292-5863,08??,19.87,111,32,2,0,0
SV-6306-9909,DLIGHT,20.25,4,71,9,0,0
SV-6311-3834,HH,19.75,0,0,0,0,0
SV-6326-3865,KU-2K0.T,20.07
SV-6329-0913,KANA*RK,19.74,10,34,1,0,0
SV-6349-2198,PINO,19.98,104,34,0,0,0
SV-6351-6481,Y-S2NA.3,19.21,0,5,1,0,0
SV-6361-7743,NAR,20.11,5,26,0,0,0
SV-6367-0817,LFT*MWR.,19.42,1,2,0,0,0
SV-6376-9937,VIVACE,20.24
SV-6389-3522,WF.HOWLS,20.00,201,92,2,0,0
SV-6389-5825,S.FRAN,20.50,1,17,16,3,0
SV-6390-6976,DICKEY,19.64,5,7,0,0,0
SV-6393-7006,TROOOOON,20.35,124,56,9,0,0
SV-6397-5485,277,20.52
SV-6406-7458,GUCHIO,20.56,31,125,44,0,0
SV-6410-3074,LIRINSKY,20.63,344,259,64,2,0
SV-6436-6981,AUROLLA,20.00,116,66,8,0,0
SV-6443-0107,X.HWI*,20.10,6,100,2,0,0
SV-6467-4372,XENOVIA,20.14,83,70,8,0,0
SV-6468-3241,IXEIS.PV,20.04,23,17,0,0,0
SV-6469-4973,PONZ,20.02,1,2,0,0,0
SV-6499-3635,HID.OD-Y,19.82,17,10,0,0,0
SV-6505-2715,F. NYAN*,20.56,102,168,28,0,0
SV-6507-7320,OFF-PACO,20.00,13,31,3,0,0
SV-6518-0444,NEKURA,19.74,6,1,0,0,0
SV-6523-0515,AZUSA.,20.06,183,55,0,0,0
SV-6526-1847,CORIVER,19.74,0,0,0,0,0
SV-6540-7314,DG-KAZE,20.20,7,20,3,0,0
SV-6552-9758,BOOKOFF,20.43,74,115,22,0,0
SV-6555-2641,MC.M.B,19.86,15,4,0,0,0
SV-6559-9548,?A.IX.F?,20.56,97,178,32,0,0
SV-6570-9259,TUKASA.K,20.03,140,55,3,0,0
SV-6586-9902,AMK,18.78,0,0,0,0,0
SV-6601-2646,Y2K,20.22,388,241,9,0,0
SV-6602-8522,YUHI3KAN,20.63,305,341,82,3,0
SV-6607-2727,BOF13!!,19.94,6,2,0,0,0
SV-6607-8873,ZNTHLZ,19.94,1,0,0,0,0
SV-6611-6491,OK*S*,19.95,64,14,2,0,0
SV-6614-9104,FUMIKA P,19.80,55,16,0,0,0
SV-6617-2428,.ZIP*MTS,20.09,2,18,2,0,0
SV-6621-5331,NONO P,20.04,52,36,2,0,0
SV-6621-9916,FRUIT,19.63,9,6,1,0,0
SV-6623-6072,NOAH*,20.35,43,123,11,0,0
SV-6626-9686,YADRIGG,19.64,13,1,0,0,0
SV-6631-2330,K. FEBRI,21.07,57,343,182,17,2
SV-6632-0898,N8S,20.00,3,2,0,0,0
SV-6632-3761,COCCORO,20.53
SV-6633-0908,LEO*,20.04,0,2,1,0,0
SV-6634-0778,KA.SY*#,20.19,39,90,7,0,0
SV-6637-2432,WENA,19.11,1,0,0,0,0
SV-6638-8707,YOUTUBEE,19.06,3,2,0,0,0
SV-6648-8828,WF.SOL,20.35,225,123,12,0,0
SV-6672-0402,KAI,19.73,245,70,0,0,0
SV-6683-3977,PARANOID,20.00,3,0,0,0,0
SV-6701-6922,WONJAE,19.98,5,5,0,0,0
SV-6704-8534,*MIRY,20.26,7,27,5,0,0
SV-6706-0266,EL#SHINO,20.13
SV-6720-9898,S. ASHES,20.01,9,10,0,0,0
SV-6723-3782,DI.AMOND,20.43,4,13,2,0,0
SV-6724-3792,PKP.LOVE,20.52
SV-6738-1671,UCC9.NP,19.91,187,68,4,0,0
SV-6747-6409,A!,20.12
SV-6758-7219,KANKI9,19.98,25,9,1,0,0
SV-6765-2445,F.A,20.62,243,243,75,3,0
SV-6768-5058,ZE2B0,19.84,32,3,0,0,0
SV-6768-8922,F. DOBP*,20.28,10,180,12,0,0
SV-6769-9933,HIDE.APS,19.66,75,10,0,0,0
SV-6779-8073,SILIVARY,20.00,14,35,4,0,0
SV-6784-2257,UDA.*,20.10,9,1,0,0,0
SV-6812-8907,?Q-MIKU.,19.94
SV-6820-6005,LAFCADIO,19.81,60,10,2,0,0
SV-6833-7458,SEIDI???,19.87,133,70,2,0,0
SV-6852-4708,4,19.70,0,4,1,0,0
SV-6870-1066,*YUNA,19.73
SV-6873-4820,ZEL-L.V,20.09,147,81,7,0,0
SV-6884-3530,KUST,20.13,98,85,6,0,0
SV-6895-0539,FAIRU,19.57,0,3,0,0,0
SV-6905-6246,SONOCCHI,19.92,7,8,0,0,0
SV-6912-3474,OZ*RAN,19.94,66,28,2,0,0
SV-6939-1665,U-SK.HUM,20.65
SV-6943-7571,IOGI,19.46,68,9,0,0,0
SV-6953-1987,ARIPOI,20.05,7,42,1,0,0
SV-6976-8706,HOLO.MIL,20.22
SV-6977-8576,YAKUM0,20.55,44,199,28,0,0
SV-6978-2741,JD,19.88,3,2,2,0,0
SV-6984-5804,YAMAC,19.90,3,3,0,0,0
SV-6997-5696,CELERITY,20.60,5,34,26,0,0
SV-7002-9610,VVV,20.05,14,32,2,0,0
SV-7018-5808,ZENSEN,20.24,41,54,3,0,0
SV-7023-3156,RABIRIBI,20.03,8,9,4,0,0
SV-7027-1635,L96*AWS,19.89,13,9,3,0,0
SV-7027-9643,SORI*LDH,20.45,125,113,27,0,0
SV-7042-3969,LV.KAROB,20.31,19,12,1,0,0
SV-7046-1587,410GRUKA,20.59
SV-7046-5031,R-SEI#UF,19.60,1,3,0,0,0
SV-7052-6813,*CNO*,20.02,7,3,2,0,0
SV-7069-2881,YUKI,20.19,11,8,1,0,0
SV-7087-3404,OUMAE935,20.16,80,62,4,0,0
SV-7091-4886,X.SEOK,20.19,13,16,2,0,0
SV-7115-4468,KAWAGJ1,19.64,1,13,0,0,0
SV-7119-8953,OM.GUPN,19.81,28,76,5,0,0
SV-7139-6633,NOGI.ERS,20.04,82,99,1,0,0
SV-7140-8806,VAL*RION,20.01,1,1,0,0,0
SV-7146-1859,YAKUMO,20.59,280,330,106,0,0
SV-7153-1950,V.POCHI,19.96,31,5,0,0,0
SV-7173-4635,KIGIL,20.00,21,26,2,0,0
SV-7185-7219,HFF,20.64,175,200,93,3,0
SV-7193-3617,M,20.59,246,234,41,0,0
SV-7196-8932,S,21.69,343,372,253,53,5
SV-7197-6800,BIGBOX6F,20.57,311,318,84,0,0
SV-7201-0414,DJ.XIZQ,19.90,129,47,4,0,0
SV-7215-9605,LEAF.MIL,20.76,32,350,67,8,0
SV-7225-4581,PUO.ZIP,20.53
SV-7236-4292,A*RIA,19.55,27,11,1,0,0
SV-7241-4083,MINI,21.69,12,27,235,41,5
SV-7246-4133,RILESAN,20.39,88,45,11,0,0
SV-7262-9200,SZQ-ALGT,20.16,7,3,0,0,0
SV-7268-3555,LUMINE,19.67,25,38,1,0,0
SV-7270-4296,OUT.ELM,19.75,48,12,0,0,0
SV-7295-7332,IUAPPLE,20.05,21,28,1,0,0
SV-7295-8333,HY*LITED,19.88,40,5,0,0,0
SV-7297-5070,OMOTI,20.13
SV-7297-7072,5CHIU3?,16.08,3,1,0,0,0
SV-7307-7214,BLANC,20.09,10,12,1,0,0
SV-7307-9916,HICHU,20.32,22,125,20,0,0
SV-7316-6884,KAGUME,20.38,47,35,8,0,0
SV-7322-1239,K. NPD-S,20.73,70,181,236,7,0
SV-7323-9978,SSG.COM,20.61,25,19,67,1,0
SV-7327-6595,NEKO.NCL,19.82,12,13,0,0,0
SV-7328-2181,H1NAN0A.,19.72,11,6,0,0,0
SV-7358-4987,P-C-Y-N,20.05,17,5,0,0,0
SV-7359-3856,CITLUS,20.04
SV-7363-5380,HA?HAKDG,19.00,0,0,0,0,0
SV-7365-0213,NES,20.95,83,205,72,14,0
SV-7366-1945,HOLO*RK,20.00,120,24,0,0,0
SV-7369-5419,F.   RAZ,20.53,330,350,78,0,0
SV-7370-3427,WINDOWS8,19.94,16,19,3,0,0
SV-7388-7373,SERIRI,19.80
SV-7401-1679,TUN,20.12,375,204,10,0,0
SV-7403-9427,X.LEW M*,20.21,1,20,3,0,0
SV-7410-1930,PLEINAIR,19.44,0,0,0,0,0
SV-7414-3412,HAWKE.PV,20.53
SV-7417-7026,ENTITY,20.16,13,21,1,0,0
SV-7430-8479,A*,20.00,27,13,4,0,0
SV-7433-3224,NY*RAY,20.58,67,57,23,0,0
SV-7447-3546,MIZNE,19.88,5,4,0,0,0
SV-7447-6549,*GS.1-P*,20.60,132,62,39,0,0
SV-7449-9292,3NOWAGIN,19.92,111,54,2,0,0
SV-7456-4518,SKRG.ERS,20.29,207,230,26,0,0
SV-7478-2939,METEOR,19.94,22,37,3,0,0
SV-7491-1109,KAREN.A,19.72,15,4,0,0,0
SV-7493-5133,7AAA37,20.01,83,60,2,0,0
SV-7501-9098,NIWAT,19.66,1,4,0,0,0
SV-7511-1071,P2SN.ERS,20.85,239,325,200,12,0
SV-7569-8245,NEMUI,19.95,110,41,2,0,0
SV-7575-1599,3-KAZE.F,19.98,4,1,2,0,0
SV-7577-5203,TAILS.J,20.02,115,24,3,0,0
SV-7579-3382,P5.YUKI,19.87,5,1,2,0,0
SV-7583-1861,CF.MIKO,20.38
SV-7590-1791,S. AYASE,20.42,4,9,9,0,0
SV-7614-7960,#MOBU.RV,20.54
SV-7642-7183,ATTACK,19.94
SV-7656-5783,NDORPHIN,19.95,56,22,2,0,0
SV-7657-6794,328*L-K,20.01,102,28,6,0,0
SV-7673-6898,MIKU,03.29,0,0,0,0,0
SV-7675-1871,HNNN!,19.94,5,52,3,0,0
SV-7679-7119,MAU*,19.10,0,0,0,0,0
SV-7691-3935,BLASTER,20.06,31,4,0,0,0
SV-7694-1683,NKJM-F,19.83,4,1,0,0,0
SV-7704-0523,CRUMER,20.03,5,9,1,0,0
SV-7724-1066,HANATAN,19.76,135,45,0,0,0
SV-7732-6172,4156,20.65,42,76,27,4,0
SV-7748-0368,KO6*CH,20.52,139,282,51,0,0
SV-7751-2981,0-1.NARI,20.54,40,111,39,3,0
SV-7779-8630,RALSEI.D,19.75,2,5,0,0,0
SV-7796-0134,B,20.24,186,131,17,0,0
SV-7797-2566,NULL.CO-,20.01,1,0,0,0,0
SV-7800-8182,EMBER,20.00
SV-7821-7734,NIJIYOME,20.35,78,150,7,1,0
SV-7822-1038,MAFU.INC,19.53,41,17,0,0,0
SV-7825-0207,YUKARI,20.04,14,37,3,0,0
SV-7827-7675,RAY,20.59,15,31,17,1,0
SV-7833-3752,PAPER.,20.31
SV-7839-2531,OTLYES,20.15
SV-7841-1410,S. GIENY,20.61,67,269,105,1,0
SV-7842-3282,NATU*AME,19.62,1,0,0,0,0
SV-7849-9281,YORI.K,20.08,10,25,2,0,0
SV-7852-4124,TAK-875,19.78,2,1,0,0,0
SV-7873-7582,SEEU,20.32,6,52,13,0,0
SV-7883-0514,DEJAVU,20.27,66,47,9,0,0
SV-7885-2256,SIN*1,20.24
SV-7889-9744,ADEL.3-X,20.06,175,59,10,0,0
SV-7891-9246,ALLBACKM,19.86,1,5,0,0,0
SV-7893-1356,AKA2KI.K,19.60,29,14,0,0,0
SV-7893-9224,REMAKO,20.19,60,27,3,0,0
SV-7897-5841,MEIA,20.00,14,8,1,0,0
SV-7901-7323,NEKO*RK,20.33,41,114,14,0,0
SV-7907-5682,    AOOY,20.24,51,28,3,0,0
SV-7908-4411,JK*PMPRN,19.79,55,26,1,0,0
SV-7922-7876,LUNACHA,19.91,95,68,4,0,0
SV-7930-6836,POPO.F-3,20.01,8,13,3,0,0
SV-7938-1932,HKR.VV-Y,19.74,108,24,0,0,0
SV-7940-5816,KYO.ERS,20.17
SV-7981-1046,MJ.KANON,20.71,41,81,52,7,0
SV-7981-9915,K.BALLAD,20.24,24,163,7,0,0
SV-7985-6392,N!2R1MP*,20.00,3,4,0,0,0
SV-7988-8144,YR*D.CGP,20.00,29,23,2,0,0
